huggingface_model_id,benchmark,score
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated,HumanEval,11.71
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated,IFEval,25.57
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated,JEEBench,4.08
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated,MATH500,17.4
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated,MBPP,18.6
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k,AIME24,0.0
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k,AIME25,0.0
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k,AMC23,27.5
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k,GPQADiamond,25.25
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k,HumanEval,31.89
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k,IFEval,46.93
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k,JEEBench,8.25
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k,LiveCodeBench,22.7
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k,MATH500,46.0
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k,MBPP,39.8
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k-DPO-Tulu3-decontaminated,AIME24,6.67
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k-DPO-Tulu3-decontaminated,AIME25,0.0
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k-DPO-Tulu3-decontaminated,AMC23,15.0
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k-DPO-Tulu3-decontaminated,GPQADiamond,25.25
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k-DPO-Tulu3-decontaminated,HumanEval,33.16
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k-DPO-Tulu3-decontaminated,IFEval,49.5
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k-DPO-Tulu3-decontaminated,JEEBench,5.39
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k-DPO-Tulu3-decontaminated,LiveCodeBench,14.87
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k-DPO-Tulu3-decontaminated,MATH500,33.6
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k-DPO-Tulu3-decontaminated,MBPP,40.0
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k-SFT-Tulu3-decontaminated,AIME24,3.33
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k-SFT-Tulu3-decontaminated,AIME25,0.0
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k-SFT-Tulu3-decontaminated,AMC23,12.5
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k-SFT-Tulu3-decontaminated,GPQADiamond,23.4
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k-SFT-Tulu3-decontaminated,HumanEval,33.16
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k-SFT-Tulu3-decontaminated,IFEval,47.13
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k-SFT-Tulu3-decontaminated,JEEBench,5.24
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k-SFT-Tulu3-decontaminated,LiveCodeBench,15.46
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k-SFT-Tulu3-decontaminated,MATH500,31.0
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k-SFT-Tulu3-decontaminated,MBPP,40.6
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k-merged,AIME24,0.0
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k-merged,AIME25,13.33
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k-merged,AMC23,25.0
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k-merged,GPQADiamond,22.9
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k-merged,HumanEval,31.92
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k-merged,IFEval,32.86
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k-merged,MATH500,25.6
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k-merged,MBPP,16.2
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k-merged-DPO-Tulu3-decontaminated,AIME24,0.0
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k-merged-DPO-Tulu3-decontaminated,AIME25,0.0
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k-merged-DPO-Tulu3-decontaminated,AMC23,15.0
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k-merged-DPO-Tulu3-decontaminated,GPQADiamond,28.96
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k-merged-DPO-Tulu3-decontaminated,HumanEval,32.54
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k-merged-DPO-Tulu3-decontaminated,IFEval,46.23
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k-merged-DPO-Tulu3-decontaminated,JEEBench,5.83
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k-merged-DPO-Tulu3-decontaminated,MATH500,28.6
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k-merged-DPO-Tulu3-decontaminated,MBPP,39.2
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k-merged-SFT-Tulu3-decontaminated,AIME24,0.0
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k-merged-SFT-Tulu3-decontaminated,AIME25,0.0
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k-merged-SFT-Tulu3-decontaminated,AMC23,7.5
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k-merged-SFT-Tulu3-decontaminated,GPQADiamond,28.96
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k-merged-SFT-Tulu3-decontaminated,HumanEval,33.47
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k-merged-SFT-Tulu3-decontaminated,IFEval,44.33
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k-merged-SFT-Tulu3-decontaminated,JEEBench,5.58
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k-merged-SFT-Tulu3-decontaminated,MATH500,27.2
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-16k-merged-SFT-Tulu3-decontaminated,MBPP,40.0
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-DPO-Tulu3-decontaminated,AIME24,0.0
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-DPO-Tulu3-decontaminated,AIME25,0.0
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-DPO-Tulu3-decontaminated,AMC23,15.0
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-DPO-Tulu3-decontaminated,GPQADiamond,24.58
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-DPO-Tulu3-decontaminated,HumanEval,27.92
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-DPO-Tulu3-decontaminated,IFEval,42.94
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-DPO-Tulu3-decontaminated,JEEBench,3.11
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-DPO-Tulu3-decontaminated,LiveCodeBench,1.76
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-DPO-Tulu3-decontaminated,MATH500,27.4
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-DPO-Tulu3-decontaminated,MBPP,40.8
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-SFT-Tulu3-decontaminated,AIME24,0.0
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-SFT-Tulu3-decontaminated,AIME25,0.0
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-SFT-Tulu3-decontaminated,AMC23,7.5
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-SFT-Tulu3-decontaminated,GPQADiamond,26.09
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-SFT-Tulu3-decontaminated,HumanEval,27.93
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-SFT-Tulu3-decontaminated,IFEval,42.35
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-SFT-Tulu3-decontaminated,JEEBench,4.17
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-SFT-Tulu3-decontaminated,LiveCodeBench,2.15
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-SFT-Tulu3-decontaminated,MATH500,28.6
ali-elganzory/1.7b-MixtureVitae-300BT-v1-decontaminated-SFT-Tulu3-decontaminated,MBPP,41.2
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT,AIME24,0.0
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT,AIME25,0.0
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT,AMC23,17.5
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT,GPQADiamond,23.74
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT,HumanEval,23.52
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT,IFEval,26.48
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT,JEEBench,2.57
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT,LiveCodeBench,7.44
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT,MATH500,26.4
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT,MBPP,34.6
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-DPO-Tulu3-decontaminated,AIME24,0.0
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-DPO-Tulu3-decontaminated,AIME25,3.33
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-DPO-Tulu3-decontaminated,AMC23,10.0
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-DPO-Tulu3-decontaminated,GPQADiamond,25.25
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-DPO-Tulu3-decontaminated,HumanEval,25.09
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-DPO-Tulu3-decontaminated,IFEval,36.16
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-DPO-Tulu3-decontaminated,JEEBench,4.27
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-DPO-Tulu3-decontaminated,LiveCodeBench,1.76
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-DPO-Tulu3-decontaminated,MATH500,12.2
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-DPO-Tulu3-decontaminated,MBPP,38.0
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-SFT-Tulu3-decontaminated,AIME24,0.0
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-SFT-Tulu3-decontaminated,AIME25,0.0
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-SFT-Tulu3-decontaminated,AMC23,7.5
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-SFT-Tulu3-decontaminated,GPQADiamond,22.39
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-SFT-Tulu3-decontaminated,HumanEval,23.57
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-SFT-Tulu3-decontaminated,IFEval,35.02
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-SFT-Tulu3-decontaminated,JEEBench,3.74
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-SFT-Tulu3-decontaminated,LiveCodeBench,2.35
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-SFT-Tulu3-decontaminated,MATH500,10.0
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-SFT-Tulu3-decontaminated,MBPP,36.8
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-longsft_16k,AIME24,0.0
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-longsft_16k,AIME25,0.0
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-longsft_16k,AMC23,10.0
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-longsft_16k,GPQADiamond,23.91
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-longsft_16k,HumanEval,10.71
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-longsft_16k,IFEval,37.42
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-longsft_16k,JEEBench,4.37
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-longsft_16k,LiveCodeBench,3.49
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-longsft_16k,MATH500,35.0
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-longsft_16k,MBPP,9.0
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-longsft_16k-DPO-Tulu3-decontaminated,AIME24,3.33
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-longsft_16k-DPO-Tulu3-decontaminated,AIME25,3.33
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-longsft_16k-DPO-Tulu3-decontaminated,AMC23,20.0
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-longsft_16k-DPO-Tulu3-decontaminated,GPQADiamond,21.04
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-longsft_16k-DPO-Tulu3-decontaminated,HumanEval,11.01
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-longsft_16k-DPO-Tulu3-decontaminated,IFEval,38.27
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-longsft_16k-DPO-Tulu3-decontaminated,JEEBench,2.86
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-longsft_16k-DPO-Tulu3-decontaminated,LiveCodeBench,3.33
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-longsft_16k-DPO-Tulu3-decontaminated,MATH500,21.2
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-longsft_16k-DPO-Tulu3-decontaminated,MBPP,7.8
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-longsft_16k-SFT-Tulu3-decontaminated,AIME24,0.0
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-longsft_16k-SFT-Tulu3-decontaminated,AIME25,0.0
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-longsft_16k-SFT-Tulu3-decontaminated,AMC23,7.5
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-longsft_16k-SFT-Tulu3-decontaminated,GPQADiamond,22.05
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-longsft_16k-SFT-Tulu3-decontaminated,HumanEval,9.49
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-longsft_16k-SFT-Tulu3-decontaminated,IFEval,38.24
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-longsft_16k-SFT-Tulu3-decontaminated,JEEBench,4.32
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-longsft_16k-SFT-Tulu3-decontaminated,LiveCodeBench,3.52
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-longsft_16k-SFT-Tulu3-decontaminated,MATH500,18.2
ali-elganzory/1.7b-MixtureVitae-curated_instruct-100BT-longsft_16k-SFT-Tulu3-decontaminated,MBPP,7.2
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT,AIME24,0.0
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT,AIME25,0.0
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT,AMC23,0.0
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT,GPQADiamond,23.91
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT,HumanEval,0.63
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT,IFEval,24.84
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT,JEEBench,0.0
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT,LiveCodeBench,0.0
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT,MATH500,0.4
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT,MBPP,14.2
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-DPO-Tulu3-decontaminated,AIME24,0.0
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-DPO-Tulu3-decontaminated,AIME25,0.0
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-DPO-Tulu3-decontaminated,AMC23,2.5
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-DPO-Tulu3-decontaminated,GPQADiamond,25.08
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-DPO-Tulu3-decontaminated,HumanEval,7.04
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-DPO-Tulu3-decontaminated,IFEval,32.05
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-DPO-Tulu3-decontaminated,JEEBench,3.98
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-DPO-Tulu3-decontaminated,LiveCodeBench,1.37
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-DPO-Tulu3-decontaminated,MATH500,2.0
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-DPO-Tulu3-decontaminated,MBPP,15.2
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-SFT-Tulu3-decontaminated,AIME24,0.0
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-SFT-Tulu3-decontaminated,AIME25,0.0
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-SFT-Tulu3-decontaminated,AMC23,2.5
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-SFT-Tulu3-decontaminated,GPQADiamond,20.71
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-SFT-Tulu3-decontaminated,HumanEval,7.34
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-SFT-Tulu3-decontaminated,IFEval,29.88
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-SFT-Tulu3-decontaminated,JEEBench,3.4
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-SFT-Tulu3-decontaminated,LiveCodeBench,0.98
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-SFT-Tulu3-decontaminated,MATH500,1.8
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-SFT-Tulu3-decontaminated,MBPP,15.8
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-longsft_16k,AIME24,0.0
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-longsft_16k,AIME25,0.0
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-longsft_16k,AMC23,2.5
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-longsft_16k,GPQADiamond,24.58
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-longsft_16k,HumanEval,1.54
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-longsft_16k,IFEval,32.9
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-longsft_16k,JEEBench,4.66
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-longsft_16k,LiveCodeBench,0.0
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-longsft_16k,MATH500,1.6
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-longsft_16k,MBPP,2.0
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-longsft_16k-DPO-Tulu3-decontaminated,AIME24,0.0
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-longsft_16k-DPO-Tulu3-decontaminated,AIME25,0.0
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-longsft_16k-DPO-Tulu3-decontaminated,AMC23,2.5
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-longsft_16k-DPO-Tulu3-decontaminated,GPQADiamond,23.74
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-longsft_16k-DPO-Tulu3-decontaminated,HumanEval,4.9
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-longsft_16k-DPO-Tulu3-decontaminated,IFEval,35.97
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-longsft_16k-DPO-Tulu3-decontaminated,JEEBench,2.18
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-longsft_16k-DPO-Tulu3-decontaminated,LiveCodeBench,0.59
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-longsft_16k-DPO-Tulu3-decontaminated,MATH500,2.6
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-longsft_16k-DPO-Tulu3-decontaminated,MBPP,4.8
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-longsft_16k-SFT-Tulu3-decontaminated,AIME24,0.0
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-longsft_16k-SFT-Tulu3-decontaminated,AIME25,0.0
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-longsft_16k-SFT-Tulu3-decontaminated,AMC23,0.0
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-longsft_16k-SFT-Tulu3-decontaminated,GPQADiamond,25.59
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-longsft_16k-SFT-Tulu3-decontaminated,HumanEval,3.37
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-longsft_16k-SFT-Tulu3-decontaminated,IFEval,35.21
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-longsft_16k-SFT-Tulu3-decontaminated,JEEBench,2.14
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-longsft_16k-SFT-Tulu3-decontaminated,LiveCodeBench,0.39
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-longsft_16k-SFT-Tulu3-decontaminated,MATH500,2.2
ali-elganzory/1.7b-MixtureVitae-web_curated-100BT-longsft_16k-SFT-Tulu3-decontaminated,MBPP,3.4
ali-elganzory/Baguettotron,AIME24,0.0
ali-elganzory/Baguettotron,AIME25,0.0
ali-elganzory/Baguettotron,AMC23,0.0
ali-elganzory/Baguettotron,GPQADiamond,23.06
ali-elganzory/Baguettotron,HumanEval,0.0
ali-elganzory/Baguettotron,IFEval,24.28
ali-elganzory/Baguettotron,JEEBench,0.19
ali-elganzory/Baguettotron,MATH500,0.2
ali-elganzory/Baguettotron,MBPP,0.0
ali-elganzory/Baguettotron-DPO-Tulu3-decontaminated,AIME24,0.0
ali-elganzory/Baguettotron-DPO-Tulu3-decontaminated,AIME25,0.0
ali-elganzory/Baguettotron-DPO-Tulu3-decontaminated,AMC23,0.0
ali-elganzory/Baguettotron-DPO-Tulu3-decontaminated,GPQADiamond,26.26
ali-elganzory/Baguettotron-DPO-Tulu3-decontaminated,HumanEval,0.0
ali-elganzory/Baguettotron-DPO-Tulu3-decontaminated,IFEval,30.17
ali-elganzory/Baguettotron-DPO-Tulu3-decontaminated,JEEBench,1.12
ali-elganzory/Baguettotron-DPO-Tulu3-decontaminated,MATH500,2.8
ali-elganzory/Baguettotron-DPO-Tulu3-decontaminated,MBPP,0.0
ali-elganzory/Baguettotron-SFT-Tulu3-decontaminated,AIME24,0.0
ali-elganzory/Baguettotron-SFT-Tulu3-decontaminated,AIME25,0.0
ali-elganzory/Baguettotron-SFT-Tulu3-decontaminated,AMC23,2.5
ali-elganzory/Baguettotron-SFT-Tulu3-decontaminated,GPQADiamond,24.41
ali-elganzory/Baguettotron-SFT-Tulu3-decontaminated,HumanEval,0.0
ali-elganzory/Baguettotron-SFT-Tulu3-decontaminated,IFEval,26.91
ali-elganzory/Baguettotron-SFT-Tulu3-decontaminated,JEEBench,1.26
ali-elganzory/Baguettotron-SFT-Tulu3-decontaminated,LiveCodeBench,0.0
ali-elganzory/Baguettotron-SFT-Tulu3-decontaminated,MATH500,2.0
ali-elganzory/Baguettotron-SFT-Tulu3-decontaminated,MBPP,0.0
ali-elganzory/Baguettotron-longsft_16k,AIME24,0.0
ali-elganzory/Baguettotron-longsft_16k,AIME25,0.0
ali-elganzory/Baguettotron-longsft_16k,AMC23,0.0
ali-elganzory/Baguettotron-longsft_16k,GPQADiamond,21.55
ali-elganzory/Baguettotron-longsft_16k,HumanEval,0.61
ali-elganzory/Baguettotron-longsft_16k,IFEval,34.22
ali-elganzory/Baguettotron-longsft_16k,JEEBench,1.84
ali-elganzory/Baguettotron-longsft_16k,MATH500,2.0
ali-elganzory/Baguettotron-longsft_16k,MBPP,0.0
ali-elganzory/Baguettotron-longsft_16k-DPO-Tulu3-decontaminated,AIME24,0.0
ali-elganzory/Baguettotron-longsft_16k-DPO-Tulu3-decontaminated,AIME25,0.0
ali-elganzory/Baguettotron-longsft_16k-DPO-Tulu3-decontaminated,AMC23,2.5
ali-elganzory/Baguettotron-longsft_16k-DPO-Tulu3-decontaminated,GPQADiamond,24.92
ali-elganzory/Baguettotron-longsft_16k-DPO-Tulu3-decontaminated,HumanEval,0.0
ali-elganzory/Baguettotron-longsft_16k-DPO-Tulu3-decontaminated,IFEval,31.81
ali-elganzory/Baguettotron-longsft_16k-DPO-Tulu3-decontaminated,JEEBench,1.46
ali-elganzory/Baguettotron-longsft_16k-DPO-Tulu3-decontaminated,MATH500,3.2
ali-elganzory/Baguettotron-longsft_16k-DPO-Tulu3-decontaminated,MBPP,0.0
ali-elganzory/Baguettotron-longsft_16k-SFT-Tulu3-decontaminated,AIME24,0.0
ali-elganzory/Baguettotron-longsft_16k-SFT-Tulu3-decontaminated,AIME25,0.0
ali-elganzory/Baguettotron-longsft_16k-SFT-Tulu3-decontaminated,AMC23,2.5
ali-elganzory/Baguettotron-longsft_16k-SFT-Tulu3-decontaminated,GPQADiamond,24.41
ali-elganzory/Baguettotron-longsft_16k-SFT-Tulu3-decontaminated,HumanEval,0.0
ali-elganzory/Baguettotron-longsft_16k-SFT-Tulu3-decontaminated,IFEval,30.0
ali-elganzory/Baguettotron-longsft_16k-SFT-Tulu3-decontaminated,JEEBench,1.12
ali-elganzory/Baguettotron-longsft_16k-SFT-Tulu3-decontaminated,MATH500,2.4
ali-elganzory/Baguettotron-longsft_16k-SFT-Tulu3-decontaminated,MBPP,0.0
ali-elganzory/Qwen2.5-1.5B-DPO-Tulu3-decontaminated,AIME24,3.33
ali-elganzory/Qwen2.5-1.5B-DPO-Tulu3-decontaminated,AIME25,0.0
ali-elganzory/Qwen2.5-1.5B-DPO-Tulu3-decontaminated,AMC23,7.5
ali-elganzory/Qwen2.5-1.5B-DPO-Tulu3-decontaminated,GPQADiamond,28.28
ali-elganzory/Qwen2.5-1.5B-DPO-Tulu3-decontaminated,HumanEval,38.82
ali-elganzory/Qwen2.5-1.5B-DPO-Tulu3-decontaminated,IFEval,51.44
ali-elganzory/Qwen2.5-1.5B-DPO-Tulu3-decontaminated,JEEBench,7.86
ali-elganzory/Qwen2.5-1.5B-DPO-Tulu3-decontaminated,LiveCodeBench,8.41
ali-elganzory/Qwen2.5-1.5B-DPO-Tulu3-decontaminated,MATH500,22.8
ali-elganzory/Qwen2.5-1.5B-DPO-Tulu3-decontaminated,MBPP,44.4
ali-elganzory/Qwen2.5-1.5B-SFT-Tulu3-decontaminated,AIME24,0.0
